
idpk,CIK,year,assets,CurrentAssets,NoncurrentAssets,liabilities,CurrentLiabilities,NoncurrentLiabilities,LiabilitiesAndStockholdersEquity,equity,CommonStockValue,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLoss,MinorityInterest,revenues,SalesRevenueNet,CostOfGoodsSold,GrossProfit,OperatingExpenses,SellingGeneralAndAdministrativeExpense,ResearchAndDevelopmentExpense,OperatingIncomeLoss,InterestExpense,IncomeBeforeIncomeTaxes,IncomeTaxExpenseBenefit,NetIncomeLoss,PreferredStockDividendsAndOtherAdjustments,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInFinancingActivities,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsAtCarryingValue,PaymentsToAcquirePropertyPlantAndEquipment,ProceedsFromIssuanceOfCommonStock,PaymentsOfDividends,RepaymentsOfDebt,ProceedsFromIssuanceOfDebt,DepreciationAndAmortization,InventoryNet,AccountsReceivableNetCurrent,AccountsPayableCurrent,Goodwill,IntangibleAssetsNetExcludingGoodwill,PropertyPlantAndEquipmentNet,LongTermDebtNoncurrent,ShortTermBorrowings,IncomeTaxesPayableCurrent,EntityRegistrantName,EntityCentralIndexKey,TradingSymbol,EntityIncorporationStateCountryCode,EntityFilerCategory,DocumentPeriodEndDate,DocumentFiscalPeriodFocus,DocumentFiscalYearFocus,DocumentType,AmendmentFlag,CurrentFiscalYearEndDate,TL_TA,Debt_Assets,EBIT_InterestExpense,EBITDA_InterestExpense,CFO_Liabilities,CFO_DebtService,CurrentRatio,QuickRatio,WC_TA,ROA,OperatingMargin,DaysAR,DaysINV,DaysAP,CashConversionCycle,Accruals,DividendOmission,DebtIssuanceSpike,DebtRepaymentSpike,AltmanZPrime,AltmanZDoublePrime,OhlsonOScore,OhlsonOScoreProb,ZmijewskiXScore,SpringateSScore,TafflerZScore,FulmerHScore,GroverGScore,BeneishMScore,PiotroskiFScore,AIExpectedLikelihoodOfBankruptcyBase,AIExpectedLikelihoodOfBankruptcyExtended,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGPT,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGPTExplanation,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGROK,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGROKExplanation,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGPT,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGPTExplanation,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGROK,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGROKExplanation
7392,1903392,2024,28565916,57702.0,28508214.0,5638685.0,3226185.0,2412500.0,28565916.0,-3329967.0,,-5581192.0,,,,,,,,,,-386791.0,,,,451852.0,,,,,,,-407253.0,55115334.0,50000.0,,57290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19739205982402,0.0,,,-0.072224818375206,,0.017885521134095,0.017885521134095,-0.11091830557788,0.015817871900204,,,,,,0.015602605919688,0,0,0,-0.5351185917048,-2.0756370228665,-3.4310369812758,0.03133943701705,-3.2459741404695,-0.15581456796274,2.0194024190127,,-0.17235946272474,-5.4819757017956,3,38.0,25.0,49,"negative equity, CR 0.02<1, neg. operating cash flow",90,"Negative equity, operating losses, and negative cash flow",55,"low leverage TL/TA 0.20, weak liquidity CR 0.02x, low F-score 3",60,Negative equity and extremely low current ratio suggest high bankruptcy risk
3685,789460,2024,7375300000,4503800000.0,,5425700000.0,4049700000.0,,7375300000.0,1943000000.0,600000.0,1981600000.0,,6700000.0,59043100000.0,,,1089100000.0,815800000.0,,,273200000.0,117400000.0,,29200000.0,114100000.0,,,1.83,1.82,62300000.0,62700000.0,138500000.0,-724900000.0,237300000.0,,304300000.0,78600000.0,,,6611200000.0,6944900000.0,25800000.0,664600000.0,2735500000.0,3097600000.0,1233000000.0,299700000.0,515300000.0,,,,,,,,,,,,,,,0.73565821051347,0.0,2.3270868824532,2.5468483816014,0.02552666015445,0.020583776714324,1.1121317628466,0.94802084104995,0.061570376798232,0.015470557129879,,,,,,-0.0031403033481554,0,1,1,0.53721606115415,1.9047424226236,-6.347499951589,0.0017480584926073,-0.17191718010629,0.17713815031253,85.773052339212,,0.28443647038087,-4.3964539993739,5,18.0,2.0,11,positive cash flow,10,"positive net income, positive equity",44,low Altman Z (0.54,35,Positive ROA but high leverage and moderate risk scores
3652,1022671,2024,14908420000,6787826000.0,,6068893000.0,2332296000.0,,14908420000.0,8866666000.0,651000.0,13545590000.0,,-198351000.0,,,,6117831000.0,,545621000.0,,5091822000.0,22507000.0,,1141577000.0,3862674000.0,,3862674000.0,21.06,20.92,183393000.0,184622000.0,4460403000.0,-1879269000.0,-2196584000.0,,1400887000.0,908902000.0,,,1507475000.0,1465257000.0,,2894632000.0,,,477471000.0,257759000.0,6734218000.0,2611069000.0,,,,,,,,,,,,,,0.40707821486113,0.17514055815439,226.2328164571,226.2328164571,0.73496154900078,2.9153303764358,2.9103621495728,1.6692538168397,0.29885997308903,0.25909345188826,,,,,,-0.041125684093286,0,0,0,2.6586411654914,8.7517148105627,-10.62727552318,2.4245009187008e-05,-3.1339332601904,1.3563536203032,4.3253594010013,16.574755636897,1.7085756736126,-4.8686176337113,6,10.0,40.0,9,"L/A 0.41, CR 2.91, ROA 25.9%",5,"Strong positive net income, large equity, healthy cash flows",0,High leverage ; Ohlson p 0.00,2,"Highly profitable, strong financial position"
649,1809750,2024,6656000,2647000.0,,6944000.0,2904000.0,4040000.0,6656000.0,-2180000.0,1000.0,-30260000.0,,,2455000.0,,,-24000.0,,2691000.0,,-2715000.0,234000.0,,0.0,-2879000.0,,,,-1541.79,,6608000.0,-3319000.0,-361000.0,7518000.0,,,361000.0,0.0,,1911000.0,175000.0,334000.0,678000.0,1249000.0,1233000.0,,,3893000.0,4040000.0,387000.0,,,,,,,,,,,,,1.0432692307692,0.66511418269231,-11.602564102564,-10.175213675214,-0.47796658986175,-1.5473193473193,0.91150137741047,0.6780303030303,-0.038611778846154,-0.43254206730769,,,,,,0.064606122898466,0,0,1,-5.2775871103443,-18.14488950062,-0.9984535204215,0.26924558633549,3.5967199237789,-1.29203125,29.124979205892,,-1.3882893629808,-4.4526114336216,3,35.0,2.0,90,"negative equity, CR 0.91<1, high leverage (1.04x A",95,"Negative equity, severe losses, and negative cash flow",100,high leverage TL/TA 1.04; low current ratio 0.91; thin cash/CL 0.68; negative ROA -43.3%; net loss,80,"Negative equity, poor interest coverage, and losses indicate high risk"
4664,1424404,2024,2501,2501.0,,94644.0,94644.0,,2501.0,-72168.0,91024.0,-10571534.0,,,,,,,44422.0,,,-44422.0,,,,-42495.0,,,0.0,0.0,77388240.0,77388240.0,-21724.0,,15430.0,,,,15430.0,,,,,,,,,,,,,,,,,,,,,,,,,37.842463014794,0.0,,,-0.22953383204429,,0.026425341278898,0.026425341278898,-36.842463014794,-16.991203518593,,,,,,-3.5056540084388,0,0,0,-3662.125529745,-14141.614225202,318.82391664617,1.0,287.86256071936,-92.476141543383,-400.8914416448,,-120.92201559376,-45.118661504791,1,9.0,5.0,100,extremely high leverage TL/TA 37.84; low current ratio 0.03; thin cash/CL 0.03; negative ROA -1699.1%; net loss,80,extremely high leverage TL/TA 37.84; low current ratio 0.03; thin cash/CL 0.03; negative ROA -1699.1%; net loss,100,extremely high leverage TL/TA 37.84; low current ratio 0.03; thin cash/CL 0.03; negative ROA -1699.1%; net loss,75,extremely high leverage TL/TA 37.84; low current ratio 0.03; thin cash/CL 0.03; negative ROA -1699.1%; net loss
7040,896493,2024,299190000,138485000.0,,240290000.0,204827000.0,,299190000.0,44719000.0,,-567469000.0,,11957000.0,,,,2485000.0,32348000.0,,1842000.0,-29863000.0,12100000.0,,-263000.0,-48645000.0,,-48875000.0,-1039.89,-1039.89,47000.0,47000.0,7703000.0,-2767000.0,-8097000.0,,8626000.0,4308000.0,,229000.0,,,,8384000.0,,,6088000.0,5754000.0,108829000.0,,,,,,,,,,,,,,,0.80313513152178,0.0,-2.4680165289256,-2.4680165289256,0.032057097673644,0.63661157024793,0.67610715384202,0.63517505016428,-0.22173869447508,-0.16258899027374,,,,,,-0.13093467672975,0,0,0,-1.99743296921,-8.1131296171156,-2.8167487433935,0.056425787272862,1.0122251345213,-0.5348162371737,-2.670771369426,,-0.64603028844547,-5.9666580487089,3,12.0,70.0,100,moderate-high leverage TL/TA 0.80; low current ratio 0.68; thin cash/CL 0.64; negative ROA -16.3%; net loss,70,"large net loss, accumulated losses",53,low Altman Z (-8.11,80,"High leverage, negative ROA, low liquidity, and negative interest coverage"
4455,1841156,2024,504863000,270348000.0,,75247000.0,62788000.0,,504863000.0,386132000.0,,51744000.0,,,,,,149678000.0,152654000.0,,41220000.0,-2976000.0,,,-795000.0,-513000.0,,,0.0,0.0,122099437.0,122099437.0,19867000.0,-34560000.0,-37283000.0,,179361000.0,1257000.0,,,,,1200000.0,,,35182000.0,131851000.0,27158000.0,1558000.0,,,,,,,,,,,,,,,0.1490443942218,0.0,,,0.26402381490292,,4.3057272090208,4.3057272090208,0.41112143294319,-0.0010161172436879,,,,,,-0.042177065030908,0,0,0,2.5185106263378,8.3795688253286,-8.6410819442176,0.0001766644081485,-3.4286515165031,0.40535844377584,-1819.998380733,,0.71530117081268,-4.9210473393405,2,40.0,75.0,45,low leverage TL/TA 0.15; strong current ratio 4.31; ample cash/CL 4.31; negative ROA -0.1%; net loss,36,low leverage TL/TA 0.15; strong current ratio 4.31; ample cash/CL 4.31; negative ROA -0.1%; net loss,50,low leverage TL/TA 0.15; strong current ratio 4.31; ample cash/CL 4.31; negative ROA -0.1%; net loss,38,low leverage TL/TA 0.15; strong current ratio 4.31; ample cash/CL 4.31; negative ROA -0.1%; net loss
319,1824403,2024,754082929,66805121.0,,404420406.0,54545636.0,,754082929.0,348364624.0,6444.0,14752720.0,,1297899.0,57544481.0,,,,,,,7887981.0,,,1687707.0,4612972.0,,,0.07,0.07,64286797.0,64786947.0,11626002.0,-15955012.0,6517167.0,,14902076.0,161338.0,,,,,10745844.0,,31255867.0,,402067.0,617404741.0,568339.0,311491581.0,,,,,,,,,,,,,,0.53630760019499,0.41307337564726,,,0.028747317958036,,1.2247564773101,1.2247564773101,0.016257475840565,0.0061173271832547,,,,,,-0.0097514725625226,0,0,0,0.42251225369754,1.1451825502823,-6.2017196229322,0.002021847630103,-1.265675625304,0.04885851383595,-9.2355408122856,,0.11933403278912,-4.7107727912303,3,55.0,20.0,55,moderate leverage TL/TA 0.54; adequate current ratio 1.22; positive ROA 0.6%; net profit,44,moderate leverage TL/TA 0.54; adequate current ratio 1.22; positive ROA 0.6%; net profit,60,moderate leverage TL/TA 0.54; adequate current ratio 1.22; positive ROA 0.6%; net profit,45,moderate leverage TL/TA 0.54; adequate current ratio 1.22; positive ROA 0.6%; net profit
3938,1043000,2024,621460000,32345000.0,,688009000.0,100861000.0,,621460000.0,-101714000.0,82000.0,-418165000.0,,0.0,62073000.0,,,,,,,57902000.0,8867000.0,,69000.0,24145000.0,,19765000.0,2.88,2.76,6855000.0,7168000.0,3249000.0,-5086000.0,-3759000.0,,4082000.0,5429000.0,0.0,,,,9881000.0,,8017000.0,11375000.0,,,565500000.0,587099000.0,,,,,,,,,,,,,,1.1070849290381,0.94470923309626,6.5300552610804,7.6444118642156,0.0047223219463699,0.36641479643622,0.32068886883929,0.32068886883929,-0.11025005631899,0.038852058056834,,,,,,0.032580562675797,0,0,0,-0.42158454294273,-2.4459349155907,-4.914915269596,0.0072829095800274,1.8368325897366,0.17247716667203,74.981818464943,2.623249713602,0.19161958613587,-4.3431319396621,4,35.0,80.0,95,high leverage TL/TA 1.11; low current ratio 0.32; thin cash/CL 0.32; positive ROA 3.9%; net profit,76,high leverage TL/TA 1.11; low current ratio 0.32; thin cash/CL 0.32; positive ROA 3.9%; net profit,100,high leverage TL/TA 1.11; low current ratio 0.32; thin cash/CL 0.32; positive ROA 3.9%; net profit,75,high leverage TL/TA 1.11; low current ratio 0.32; thin cash/CL 0.32; positive ROA 3.9%; net profit
6292,230557,2024,11802546000,,,8848165000.0,,,11802546000.0,2527564000.0,210447000.0,3029396000.0,,,3558062000.0,,,,,,,,,,55300000.0,224886000.0,,215686000.0,3.57,3.54,60407000.0,60875000.0,802409000.0,-734447000.0,-87816000.0,,,26019000.0,,,60000000.0,,,,,,7849000.0,,83272000.0,,,,,,,,,,,,,,,0.74968273794485,0.0,,,0.090686486972158,13.373483333333,,,0.0,0.019054024445234,,,,,,-0.051097361724876,0,0,0,0.41113766127244,1.296226084927,,,-0.11255150371793,0.072880124339274,3.2,,0.137504237645,-4.6646481560438,3,22.0,30.0,40,"L/A 0.75, ROA 1.9%, CFO/A 6.8%",5,"Positive net income, positive cash flows, solid equity",81,Low Altman Z' 0.4 ; High Zmijewski X -0.11 ; Leverage TL/TA 0.75,47,Positive income but some model indicates moderate risk
3058,1835268,2024,127375000,122553000.0,,25878000.0,25293000.0,,127375000.0,158422000.0,10000.0,-329727000.0,,,,,,,69056000.0,,53002000.0,-69056000.0,,,120000.0,-62106000.0,,,-1.13,-1.13,55067000.0,55067000.0,-47741000.0,74980000.0,45000.0,,105663000.0,81000.0,,,,,,,0.0,2209000.0,,,4274000.0,,,,,,,,,,,,,,,0.2031638861629,0.0,,,-1.844848906407,,4.8453327007472,4.8453327007472,0.76357212953876,-0.48758390578999,,,,,,-0.06866175303756,0,0,0,-0.75835201331529,-0.6451627614531,-2.6984145746599,0.063066973224841,-0.9284569420135,-0.8779126202159,12.918757007318,,-0.5207737232581,-5.3659465593719,1,10.0,60.0,55,"L/A 0.20, CR 4.85, ROA -48.8%",44,low leverage TL/TA 0.20; strong current ratio 4.85; ample cash/CL 4.85; negative ROA -48.8%; net loss,45,Low Altman Z' -0.8 ; ROA -49% ; Negative CFO,17,Losses but high current ratio reduces risk
1584,73124,2024,155036700000,,,138885200000.0,,,150783100000.0,12016800000.0,408600000.0,14233800000.0,,,6761200000.0,,,,,,,,924200000.0,,430300000.0,1336000000.0,,1294200000.0,6.16,6.14,208309331.0,208867264.0,2392400000.0,25929800000.0,-26437400000.0,,,128600000.0,,,,,,,,,691300000.0,,502200000.0,,,,,,,,,,,,,,,0.89582144098784,0.0,2.9111664141961,2.9111664141961,0.017225737515588,2.588617182428,,,0.0,0.0086173144810229,,,,,,-0.0062337999536773,0,0,0,0.16802092581342,0.50676609101358,,,0.76740429846611,0.053276643530209,3.2,,0.11593498765131,-4.4680917384324,4,20.0,85.0,21,weak interest cover; positive cash flow,5,"positive net income, positive equity, positive cash flow",72,low Altman Z (0.17,70,"High leverage, small positive ROA, but high Ohlson probability"
1914,1487712,2024,30452252000,,,23292214000.0,,,30452252000.0,7008568000.0,,3869813000.0,,,2317302000.0,,,,2456067000.0,156855000.0,,,164686000.0,,-41741000.0,-97024000.0,,-138724000.0,-1.24,-1.24,111626508.0,111626508.0,1382150000.0,-3404204000.0,1693779000.0,,460870000.0,216635000.0,,,2085898000.0,2659996000.0,,,,,,,,,,,,,,,,,,,,,,0.76487656807779,0.0,0.15739650000607,0.15739650000607,0.059339571583878,0.6141294881684,,,0.0,-0.0031861026238716,,,,,,-0.050270185757073,0,0,0,0.23665672929915,0.73593686930885,,,0.074133899850822,0.0026131883448226,3.2,,0.059948467259499,-4.6632756427341,3,5.0,3.0,24,net loss; weak interest cover; positive cash flow,40,negative net income but positive equity and positive operating cash,74,low Altman Z (0.24,30,Slight negative ROA with moderate leverage but low Ohlson probability
1001,1824502,2024,554300000,480200000.0,,187200000.0,114000000.0,,554300000.0,698900000.0,,-1148800000.0,,,,,,,347400000.0,,171500000.0,-347400000.0,,,0.0,-317300000.0,,,-1.32,-1.32,240476894.0,240476894.0,-200400000.0,-464300000.0,-9900000.0,,464600000.0,6900000.0,0.0,,,0.0,,,,14300000.0,,,57600000.0,7200000.0,,,,,,,,,,,,,,0.33772325455529,0.012989355944434,,,-1.0705128205128,,4.2122807017544,4.2122807017544,0.66065307595165,-0.57243370016237,,,,,,-0.20725113021895,0,0,0,-1.6609646898144,-2.7141003408087,-3.6849237028598,0.02448454973066,0.21782332450285,-1.243608154429,7.4164272602235,,-0.97717427385892,-6.1857716114645,2,85.0,85.0,27,low leverage TL/TA 0.34; strong current ratio 4.21; ample cash/CL 4.08,55,Significant losses and negative cash flow but positive equity and liquidity,61,Low Ohlson 2%; Z'=-1.66; X=0.22,85,"large losses, negative ROA, negative operating cash, distress scores"
5005,1400810,2024,1811316000,,,1387991000.0,,,1811316000.0,324843000.0,0.0,238438000.0,,2322000.0,127040000.0,,,,,,,,150000.0,,-13815000.0,-58511000.0,,-55048000.0,0.09,0.09,8817000.0,8817000.0,-12000.0,-434537000.0,41067000.0,,536478000.0,6341000.0,0.0,15233000.0,,,4779000.0,,,,,,29251000.0,,,,,,,,,,,,,,,0.76628870942453,0.0,-481.17333333333,-449.31333333333,-8.6455892005063e-06,-0.08,,,0.0,-0.032303032712128,,,,,,-0.032367779510237,0,0,0,0.085987976521858,0.40710636311067,,,0.21320929092439,-0.12233112278586,3.2,,-0.078123262865232,-4.5006480243956,1,35.0,4.0,68,liquidity n/a; net loss; slightly neg. CFO,50,Net loss but positive equity and near-zero operating cash flow,87,"low Altman Z, Zmijewski>0, negative EBIT/interest",40,Small losses with high leverage
7183,1501585,2024,11215000000,2880000000.0,,7122000000.0,3032000000.0,,11215000000.0,2808000000.0,,4755000000.0,,,10676000000.0,,,,,,40000000.0,565000000.0,102000000.0,,140000000.0,579000000.0,,,14.44,14.44,40100000.0,40100000.0,766000000.0,-268000000.0,-658000000.0,,467000000.0,284000000.0,,,,,,,461000000.0,554000000.0,2618000000.0,,3296000000.0,2214000000.0,,,,,,,,,,,,,,0.63504235399019,0.19741417744093,5.5392156862745,5.5392156862745,0.10755405784892,7.5098039215686,0.94986807387863,0.94986807387863,-0.013553276861346,0.051627284886313,,,,,,-0.017122974086622,0,0,0,0.67151956959797,2.0458154197595,-7.0971776116673,0.0008267528932937,-0.9087818919488,0.14070352206866,1.3235904104542,10.380000738253,0.20530102541239,-4.8070611246568,7,16.0,6.0,65,moderate leverage TL/TA 0.64; low current ratio 0.95; thin cash/CL 0.95; positive ROA 5.2%; net profit,52,moderate leverage TL/TA 0.64; low current ratio 0.95; thin cash/CL 0.95; positive ROA 5.2%; net profit,70,moderate leverage TL/TA 0.64; low current ratio 0.95; thin cash/CL 0.95; positive ROA 5.2%; net profit,52,moderate leverage TL/TA 0.64; low current ratio 0.95; thin cash/CL 0.95; positive ROA 5.2%; net profit
143,7623,2024,24402114,15085494.0,,12760859.0,9395023.0,,24402114.0,11150637.0,51069.0,7021253.0,,,7086864.0,,,2186874.0,1643428.0,,204000.0,543446.0,111813.0,,93331.0,342210.0,,,0.07,0.07,4976955.0,4976955.0,1268597.0,-310757.0,-958883.0,,4014.0,296114.0,,,,,,11031362.0,3432216.0,2256502.0,,,5060595.0,2629862.0,,,,,,,,,,,,,,0.52294071734932,0.10777189222212,4.8603114128053,4.8603114128053,0.099413135118882,11.345702199208,1.6056899488165,0.43151911389679,0.23319582065718,0.014023784988465,,,,,,-0.038319702154446,0,0,0,0.8471066604813,3.5349324901957,-5.9794478214602,0.0025238371704693,-1.3759221837617,0.30856196926217,2.0435313863287,8.9982563101082,0.51735732699224,-4.8705815731361,6,27.0,17.0,55,moderate leverage TL/TA 0.52; adequate current ratio 1.61; thin cash/CL 0.43; positive ROA 1.4%; net profit,44,moderate leverage TL/TA 0.52; adequate current ratio 1.61; thin cash/CL 0.43; positive ROA 1.4%; net profit,60,moderate leverage TL/TA 0.52; adequate current ratio 1.61; thin cash/CL 0.43; positive ROA 1.4%; net profit,45,moderate leverage TL/TA 0.52; adequate current ratio 1.61; thin cash/CL 0.43; positive ROA 1.4%; net profit
451,1093557,2024,6264500000,4425900000.0,,4195900000.0,1556000000.0,,6264500000.0,2042100000.0,,1021400000.0,,,,,,1883100000.0,1491900000.0,1007700000.0,484200000.0,391200000.0,4600000.0,,49600000.0,341200000.0,,,0.88,0.82,389400000.0,427500000.0,669500000.0,-521500000.0,-552500000.0,,642300000.0,364800000.0,22500000.0,,,,46700000.0,559600000.0,973900000.0,,25200000.0,134500000.0,,,,,,,,,,,,,,,,0.66979008699816,0.0,85.04347826087,95.195652173913,0.15956052336805,145.54347826087,2.8444087403599,2.4847686375321,0.45812115891133,0.054465639715859,,,,,,-0.056330536538495,0,0,0,0.86500536035171,4.4674724159643,-7.5051377934295,0.0005499474157026,-0.71591424787039,0.66357746029212,-520.46720954516,,1.0245984675553,-4.3652542586527,5,5.0,9.0,20,CR 2.8; IC 10.0; ROA 5.4%; strong CFO,5,"Healthy balance sheet, positive net income and cash flows",29,"strong liquidity CR 2.8x, ROA 5.4%, strong Altman Z′",10,"Strong liquidity and profitability, low risk despite some model anomalies"
3267,850209,2024,7907000000,2397000000.0,,4360000000.0,1460000000.0,,7643000000.0,,,2923000000.0,,,,,,,,1903000000.0,,581000000.0,,,180000000.0,342000000.0,,,3.62,3.58,94300000.0,95500000.0,173000000.0,-162000000.0,-279000000.0,,536000000.0,,,,,,208000000.0,1758000000.0,,474000000.0,781000000.0,421000000.0,901000000.0,395000000.0,,,,,,,,,,,,,,0.55141014291134,0.049955735424308,,,0.039678899082569,,1.6417808219178,0.43767123287671,0.11850259263943,0.043252813962312,,,,,,0.021069692058347,0,0,0,0.62637877829771,2.4762893638548,-7.4952015278716,0.0005554360271234,-1.3450327249481,0.34763880106235,44.382618163496,,0.50196041482231,-4.5669064541328,4,70.0,22.0,55,moderate leverage TL/TA 0.55; adequate current ratio 1.64; thin cash/CL 0.44; positive ROA 4.3%; net profit,44,moderate leverage TL/TA 0.55; adequate current ratio 1.64; thin cash/CL 0.44; positive ROA 4.3%; net profit,60,moderate leverage TL/TA 0.55; adequate current ratio 1.64; thin cash/CL 0.44; positive ROA 4.3%; net profit,45,moderate leverage TL/TA 0.55; adequate current ratio 1.64; thin cash/CL 0.44; positive ROA 4.3%; net profit
2497,1267565,2024,1143308000,537600000.0,,947877000.0,457915000.0,,1143308000.0,202928000.0,38000.0,-233189000.0,,,,,,209488000.0,176169000.0,172186000.0,3983000.0,33319000.0,21427000.0,,-3845000.0,-25002000.0,,,-0.74,-0.74,33829495.0,33829495.0,124230000.0,-573691000.0,436723000.0,,173688000.0,1622000.0,,,,,,32332000.0,179525000.0,8692000.0,133695000.0,421708000.0,15983000.0,,,,,,,,,,,,,,,0.8290653087357,0.0,1.5550007000513,1.5550007000513,0.13106130858751,5.7978251738461,1.1740170118909,1.1034100215105,0.069696879581005,-0.021868123025466,,,,,,-0.12879044496964,0,0,0,0.057681238931086,0.21293186726547,-4.2237031850503,0.014432952683644,0.52877488145567,0.16125565464424,0.34037729760834,,0.27155124778275,-5.4722190306432,4,20.0,5.0,54,high leverage; adequate liquidity; operating profit,45,Net loss but positive equity and operating cash flow,45,"low Altman Z, Zmijewski>0, current ratio≈1–1.5",45,Losses with high leverage but positive cash flows
6809,1311370,2024,4635781000,,,4065919000.0,,,4635781000.0,423759000.0,1128000.0,1402636000.0,,58428000.0,2855093000.0,,,,,,,516848000.0,81522000.0,,124365000.0,357517000.0,,351785000.0,3.68,3.51,95664129.0,100997674.0,833984000.0,-56438000.0,-1382035000.0,,1234773000.0,49511000.0,,,,,,,,,379421000.0,,232516000.0,,,,,,,,,,,,,,,0.87707314042661,0.0,6.3399818453914,6.3399818453914,0.20511574382077,10.230170996786,,,0.0,0.077121201368227,,,,,,-0.090856495716864,0,0,0,0.64645050329071,1.8450226081622,,,0.35227149427464,0.34227746306394,3.2,,0.43528152796692,-4.920043921853,4,20.0,30.0,65,moderate-high leverage TL/TA 0.88; positive ROA 7.7%; net profit,52,moderate-high leverage TL/TA 0.88; positive ROA 7.7%; net profit,70,moderate-high leverage TL/TA 0.88; positive ROA 7.7%; net profit,52,moderate-high leverage TL/TA 0.88; positive ROA 7.7%; net profit
1408,1083301,2024,378106000,62587000.0,,155617000.0,154662000.0,,378106000.0,123179000.0,277000.0,-259895000.0,,,,,,6531000.0,15752000.0,,,-43745000.0,6834000.0,,-256000.0,-90791000.0,,-26516000.0,-0.82,-0.82,110638792.0,110638792.0,-34066000.0,-94047000.0,89981000.0,,54439000.0,61116000.0,5100000.0,,,0.0,,,,15169000.0,,,205284000.0,56000.0,,,,,,,,,,,,,,0.41156977143975,0.0001481066156051,-6.4010828211882,-6.4010828211882,-0.21890924513389,-4.9847819724905,0.40466953744294,0.40466953744294,-0.24351636842579,-0.24012049531084,,,,,,-0.16305136728883,0,0,0,-0.78380789010309,-3.7846024070983,-4.072577674976,0.016748146927786,-0.87189139574485,-0.60600572326279,-0.16312484251487,,-0.73478609702041,-5.421559124616,3,45.0,60.0,90,moderate leverage TL/TA 0.41; low current ratio 0.40; thin cash/CL 0.40; negative ROA -24.0%; net loss,60,"negative net income, negative operating cash",43,low Altman Z (-3.78,70,"Negative ROA, low liquidity, negative cash flows, and low Altman scores"
2706,1802974,2024,914800000,220100000.0,,386500000.0,97500000.0,,914800000.0,503600000.0,100000.0,271000000.0,,24700000.0,,,,89800000.0,,77500000.0,,-37200000.0,5500000.0,,3700000.0,-34600000.0,,,-0.49,-0.49,70647469.0,70647469.0,35200000.0,-51400000.0,-21800000.0,,52800000.0,61200000.0,,,,,,70800000.0,,,39400000.0,,523200000.0,148600000.0,2800000.0,,,,,,,,,,,,,0.42249672059467,0.16550065588107,-6.7636363636364,-6.7636363636364,0.091073738680466,6.4,2.2574358974359,1.5312820512821,0.13401836466987,-0.037822474857892,,,,,,-0.077801928328596,0,0,0,0.76791080470017,2.9397595215886,-6.5541200078878,0.0014222100695769,-1.7125378121601,0.013198513336248,3.485392405808,,0.14031307389593,-5.1093248802397,3,25.0,18.0,42,"IC<1, loss-making",50,Net losses but positive equity and cash flow,60,moderate leverage TL/TA 0.42; healthy current ratio 2.26; negative ROA -3.8%; net loss,35,Good liquidity mitigates risk from losses
6314,1852016,2024,17952145,360609.0,,13116409.0,4126409.0,,17952145.0,-9493790.0,,-12864985.0,,,,,,,586289.0,,,,0.0,,596774.0,1710547.0,,,,,,,-228049.0,73789.0,-29788.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.73063185485634,0.0,,,-0.017386542307426,,0.087390513155628,0.087390513155628,-0.20976880478628,0.095283711222252,,,,,,0.015150182629983,0,0,0,-0.6620563375074,-3.6085907301191,-2.6685319267832,0.064855949882555,-0.56382556576637,0.17851356871282,0.8138698860699,,0.14686012156208,-30.505640225122,3,65.0,60.0,90,"L/A 0.73, CR 0.09, ROA 9.5%",80,"Negative equity, negative operating cash flow despite small positive net income",60,Low Altman Z' -0.7 ; Leverage TL/TA 0.73 ; Weak liquidity CR 0.09,21,Negative equity and cash flows increase risk moderately
